id,sentence_A,sentence_B,relatedness
347,A schoolgirl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,2.8
348,There is no girl with a black bag on a crowded train,An Asian woman in a crowd is carrying a black bag,2.6
349,An Asian woman in a crowd is carrying a black bag,A cramped black train is on the bag of a girl,2.1
350,A girl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,3.2
351,A dog is chasing another and is holding a stick in its mouth,A dog is chasing another and is holding a piece of wood in its mouth,4.6
352,There is no dog chasing another or holding a stick in its mouth,A dog is chasing another and is holding a stick in its mouth,3.9
353,A dog is chasing another and is holding a stick in its mouth,A dog is chasing a stick and holding another dog in its mouth,3.2
354,Two dogs are running and carrying a toy in their mouths,Two dogs are running and carrying an object in their mouths,4.3
355,There is no dog running and carrying an object in its mouth,Two dogs are running and carrying an object in their mouths,3.5
356,Two dogs are running and carrying a toy in their mouths,A dog is chasing another and is holding a stick in its mouth,4.2
357,There is no dog running and carrying an object in its mouth,A dog is chasing another and is holding a stick in its mouth,3.1
358,A dog is chasing another and is holding a piece of wood in its mouth,Two dogs are running and carrying an object in their mouths,3.9
359,There is no dog chasing another or holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,3.9
360,Two dogs are running and carrying an object in their mouths,A dog is chasing a stick and holding another dog in its mouth,3.2
361,A dog is chasing another and is holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,4
362,A dirty soccer ball is rolling into a goal net,A soccer ball is rolling into a goal net,4.5
363,A soccer ball is not rolling into a goal net,A soccer ball is rolling into a goal net,3.4
364,A person who plays soccer is kicking a ball into the goal,A soccer player is kicking a ball into the goal,4.9
365,A soccer player is kicking a ball out of the goal,A soccer player is kicking a ball into the goal,4.4
366,A person who plays soccer is kicking a ball into the goal,A soccer ball is rolling into a goal net,4.1
367,A soccer ball is rolling into a goal net,A soccer player is kicking a ball out of the goal,3.2
368,A dirty soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,3.8
369,A soccer player is kicking a ball into the goal,A soccer ball is not rolling into a goal net,2.8
370,A soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,4.3
371,A man is resting on a chair and rubbing his eyes,A man is sitting on a chair and rubbing his eyes,4.3
372,A man is sitting on a chair and rubbing his eyes,There is no man sitting on a chair and rubbing his eyes,3.8
373,A man with tattoos is lounging on a couch and holding a pencil,A tattooed man is on a sofa and is holding a pencil,4.4
374,A man with tattoos is lounging on a couch and holding a pencil,A man with tattoos is lounging on a couch and is looking for a pencil,2.9
375,A man with tattoos is holding a couch with a pencil,A man with tattoos is lounging on a couch and holding a pencil,2.6
376,A man is sitting on a chair and rubbing his eyes,A tattooed man is on a sofa and is holding a pencil,2.4
377,A man is sitting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and is looking for a pencil,2.1
378,A man with tattoos is holding a couch with a pencil,A man is sitting on a chair and rubbing his eyes,2
379,A man is resting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and holding a pencil,2.5
380,A man with tattoos is lounging on a couch and holding a pencil,There is no man sitting on a chair and rubbing his eyes,1.6
381,A man with tattoos is lounging on a couch and holding a pencil,A man is sitting on a chair and rubbing his eyes,2.4
382,A brown and white dog is running through the tall grass,A brown and white dog is moving through the wild grass,4.4
383,A brown and white dog is resting in the grass,A brown and white dog is running through the tall grass,3.935
384,A white and tan dog is running through the tall and green grass,A white and tan dog is running through a field,4.35
385,A black and tan dog is running through the low and green grass,A white and tan dog is running through the tall and green grass,4
386,A white and tan dog is running through a field,A brown and white dog is running through the tall grass,4
387,A brown and white dog is running through the tall grass,A black and tan dog is running through the low and green grass,3.8
388,A brown and white dog is moving through the wild grass,A white and tan dog is running through the tall and green grass,3.6
389,A white and tan dog is running through the tall and green grass,A brown and white dog is resting in the grass,3.4
390,A white and tan dog is running through the tall and green grass,A brown and white dog is running through the tall grass,4.6
391,A man with paint covered clothes is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,4.8
392,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,4.1
